id,Y14_busi,Y14_sci,Y14_edleg,Y14_health,Y14_serve,Y14_saleoff,Y14_extract,Y14_logist
530723091,0.240105541,0.039577836,0.083113456,0.196569921,0.13060686,0.205804749,0.08707124,0.060686016
530723092,0.213169643,0.121651786,0.0625,0.061383929,0.1875,0.205357143,0.082589286,0.082589286
530723093,0.123022847,0.031634446,0.0228471,0.098418278,0.158172232,0.323374341,0.291739895,0.091388401
530723094,0.249520154,0.030710173,0.047984645,0.053742802,0.130518234,0.414587332,0,0
530723101,0.317617866,0.086848635,0.094292804,0.096774194,0.101736973,0.277915633,0,0
530723102,0.097222222,0.038194444,0.149305556,0.135416667,0.177083333,0.190972222,0.055555556,0
530723103,0.129834254,0.065377532,0.156537753,0.057090239,0.123388582,0.315837937,0.0893186,0.067219153
530723111,0.107052897,0.061712846,0.061712846,0.078085642,0.164987406,0.331234257,0.060453401,0.027707809
530723112,0.037037037,0,0.116049383,0.071604938,0.239506173,0.469135802,0.054320988,0.019753086
530723113,0.294117647,0.007843137,0.070588235,0.041830065,0.180392157,0.290196078,0.048366013,0.048366013
530723121,0.14331723,0.081320451,0.148953301,0.133655395,0.198067633,0.168276973,0.077294686,0.046698873
530723122,0.053651267,0,0.107302534,0.077496274,0.204172876,0.378539493,0.031296572,0.031296572
530723123,0,0,0.031722054,0.03021148,0.273413897,0.335347432,0.095166163,0.028700906
530723131,0.078763709,0.02891326,0.132602193,0.260219342,0.167497507,0.138584247,0.21335992,0.00997009
530723132,0.104387292,0.031770045,0.198184569,0.049924357,0.154311649,0.278366112,0.118003026,0.018154312
530724051,0.23699422,0.046242775,0.226589595,0.055491329,0.107514451,0.261271676,0.050867052,0.011560694
530724052,0.131782946,0.039621016,0.147286822,0.099052541,0.108527132,0.323858742,0.093023256,0.029285099
530724061,0.220871327,0.036474164,0.095238095,0.142857143,0.090172239,0.303951368,0.031408308,0.011144883
530724062,0.125628141,0.067839196,0.081658291,0.124371859,0.173366834,0.280150754,0.167085427,0.013819095
530724063,0.144760213,0.019538188,0.120781528,0.06749556,0.152753108,0.317939609,0.127886323,0.005328597
530724071,0.064889919,0.017381228,0.074159907,0.015063731,0.342989571,0.417149479,0.034762457,0
530724072,0.241167435,0.075268817,0.110599078,0.201228879,0.129032258,0.181259601,0.070660522,0
530724073,0.207746479,0.061619718,0.052816901,0.13028169,0.128521127,0.188380282,0.179577465,0.021126761
530724081,0.119708029,0.033576642,0.119708029,0.145985401,0.255474453,0.205839416,0.115328467,0.018978102
530724082,0.12004662,0.05011655,0.252913753,0.071095571,0.072261072,0.205128205,0.313519814,0.036130536
530724083,0.273764259,0.058935361,0.076045627,0.16730038,0.129277567,0.243346008,0,0
530724084,0.267123288,0.077054795,0.155821918,0.128424658,0.095890411,0.128424658,0.023972603,0.023972603
530724091,0.195355191,0.088797814,0.112021858,0.058743169,0.193989071,0.191256831,0.071038251,0
530724092,0.271825397,0.031746032,0.150793651,0.023809524,0.101190476,0.329365079,0.093253968,0.009920635
530724101,0.123303167,0.083710407,0.149321267,0.071266968,0.107466063,0.298642534,0.035067873,0.010180995
530724102,0.245376079,0.049321825,0.09001233,0.080147965,0.106041924,0.258939581,0.104808878,0.040690506
530725031,0.174406605,0.08255934,0.121775026,0.034055728,0.055727554,0.292053664,0.239422085,0.012383901
530725032,0.217996289,0.083487941,0.106679035,0.112244898,0.126159555,0.208719852,0.112244898,0.028756957
530725041,0.293489861,0.037353255,0.185699039,0.088580576,0.08751334,0.189967983,0.037353255,0.007470651
530725042,0.18815331,0.06387921,0.192799071,0.032520325,0.113821138,0.217189315,0.042973287,0.010452962
530725051,0.18079096,0,0.060263653,0.056497175,0.224105461,0.237288136,0.314500942,0.065913371
530725052,0.18196995,0,0.10851419,0.100166945,0.220367279,0.165275459,0.140233723,0.09015025
530725053,0.270219436,0.01630094,0.085266458,0.203761755,0.146708464,0.188087774,0.067711599,0.052664577
530725054,0.086792453,0.024528302,0.024528302,0.096226415,0.18490566,0.447169811,0.150943396,0.064150943
530725061,0.139583333,0.060416667,0.091666667,0.077083333,0.2375,0.229166667,0.11875,0.052083333
530725062,0.278070175,0.05,0.085087719,0.128947368,0.069298246,0.227192982,0.118421053,0.013157895
530725071,0.356902357,0.057239057,0.107744108,0.087542088,0.158249158,0.084175084,0.043771044,0.043771044
530725072,0.237704918,0.045081967,0.092896175,0.047814208,0.234972678,0.219945355,0.080601093,0.025956284
530726011,0.191225166,0.028145695,0.042218543,0.068708609,0.206953642,0.210264901,0.253311258,0.074503311
530726012,0.213058419,0.113402062,0.195876289,0,0.075601375,0.16838488,0.12371134,0.054982818
530726013,0.175603217,0.013404826,0.049597855,0.109919571,0.170241287,0.335120643,0.233243968,0
530726021,0.195,0.1025,0.03,0.02,0.2775,0.0875,0.415,0.055
530726022,0.174114022,0.043143297,0.086286595,0.033898305,0.30046225,0.138674884,0.208012327,0.087827427
530726023,0.141242938,0.039548023,0.101694915,0.122410546,0.156308851,0.169491525,0.242937853,0.050847458
530726031,0.464985994,0,0.092436975,0.075630252,0.165266106,0.028011204,0.263305322,0
530726032,0.167123288,0.030136986,0,0.093150685,0.41369863,0.169863014,0.101369863,0.101369863
530726033,0.110687023,0.030534351,0.190839695,0.198473282,0.148854962,0.248091603,0,0
530726034,0.128571429,0.039285714,0.042857143,0.048214286,0.273214286,0.3,0.164285714,0
530726035,0,0,0,0,0,0.590909091,0,0
530728001,0.125070423,0.073239437,0.127323944,0.181408451,0.145352113,0.175211268,0.087887324,0.005633803
530728002,0.146529563,0.071122536,0.118251928,0.19108826,0.22622108,0.189374464,0.021422451,0.009425878
530729011,0.098106713,0.020654045,0.080895009,0.099827883,0.160068847,0.283993115,0.197934596,0.160068847
530729031,0.082872928,0,0.069060773,0.024861878,0.104972376,0.419889503,0.328729282,0.080110497
530729051,0.121807466,0,0.092337917,0.049115914,0.361493124,0.184675835,0.206286837,0.174852652
530729052,0.150684932,0.047945205,0.061643836,0,0.294520548,0.198630137,0,0
530729053,0.052023121,0.138728324,0,0,0.196531792,0.260115607,0.572254335,0.132947977
530729061,0,0,0.121212121,0,0.757575758,0,0.121212121,0.121212121
530729062,0,0,0,0,0.137931034,0,0.448275862,0.448275862
530729071,0,0,0.112244898,0,0.295918367,0.105442177,0.493197279,0.30952381
530729072,0.041939712,0.02621232,0.085190039,0.103538663,0.086500655,0.43774574,0.226736566,0.211009174
530729073,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
530730011,0.045070423,0,0.036619718,0.053521127,0.197183099,0.233802817,0.073239437,0.073239437
530730012,0.086206897,0.028735632,0.063218391,0.103448276,0.231800766,0.105363985,0.352490421,0.0651341
530730013,0.09700428,0.02853067,0.171184023,0.095577746,0.188302425,0.112696148,0.089871612,0.089871612
530730014,0.246305419,0,0.175697865,0.022988506,0.188834154,0.174055829,0.357963875,0.026272578
530730015,0.185185185,0.058201058,0.076719577,0.058201058,0.214285714,0.206349206,0.113756614,0.071428571
530730051,0.092457421,0,0.131386861,0.065693431,0.058394161,0.262773723,0.289537713,0.065693431
530730052,0.067768595,0.021487603,0.079338843,0.021487603,0.211570248,0.272727273,0.532231405,0.072727273
530730053,0.170568562,0,0.080267559,0.063545151,0,0.163879599,0.454849498,0
530730054,0.184180791,0.099435028,0.125423729,0.048587571,0.168361582,0.164971751,0.097175141,0.063276836
530730061,0.09478673,0.040758294,0.036966825,0.014218009,0.184834123,0.267298578,0.29478673,0.069194313
530730062,0.168161435,0.078475336,0.085201794,0,0.143497758,0.331838565,0.116591928,0.076233184
530731081,0.071672355,0,0.07963595,0.013651877,0.333333333,0.213879408,0.36632537,0.029579067
530731082,0.166762839,0.033467975,0.091748413,0.053087132,0.115983843,0.290248125,0.128101558,0.035776111
530731083,0.088717454,0,0.041465767,0.054966249,0.119575699,0.462873674,0.130183221,0.037608486
530731101,0.116780045,0.080498866,0.105442177,0.088435374,0.157596372,0.250566893,0.154195011,0.06122449
530731102,0.152507677,0.052200614,0.117707267,0.072671443,0.117707267,0.141248721,0.272262027,0.07778915
530731111,0.124306326,0.062153163,0.098779134,0.009988901,0.236403996,0.280799112,0.158712542,0.052164262
530731112,0.215542522,0,0.057184751,0.120234604,0.211143695,0.175953079,0.099706745,0.026392962
530731113,0.037735849,0.068396226,0.113207547,0.033018868,0.169811321,0.29009434,0.188679245,0.094339623
530731131,0.18705036,0.061664954,0.032887975,0.012332991,0.169578623,0.151079137,0.295991778,0.098663926
530731132,0.298327138,0.064126394,0.043680297,0.084572491,0.18866171,0.163568773,0.044609665,0.013011152
530731133,0.129798903,0.0511883,0.117001828,0.073126143,0.191956124,0.193784278,0.20749543,0.119744059
530731141,0.211111111,0.026851852,0.073148148,0.025925926,0.201851852,0.24537037,0.168518519,0.055555556
530731142,0.062706271,0,0.021452145,0.04620462,0.247524752,0.313531353,0.179867987,0.031353135
530731143,0.165137615,0.087155963,0.094036697,0.038990826,0.190366972,0.144495413,0.03440367,0.03440367
530731151,0.136886102,0.010449321,0.071055381,0.076280042,0.152560084,0.290491118,0.16091954,0.052246604
530731152,0.079069767,0.020155039,0.051162791,0,0.11627907,0.258914729,0.536434109,0.021705426
530731153,0.143459916,0,0.151898734,0,0.097046414,0.253164557,0.481012658,0.151898734
530731161,0.144396552,0.058189655,0.081896552,0.049568966,0.155172414,0.182112069,0.176724138,0.090517241
530731162,0.172839506,0,0.118165785,0.017636684,0.107583774,0.218694885,0.320987654,0.172839506
530731171,0.061831153,0.077288942,0.071343639,0.051129608,0.189060642,0.209274673,0.209274673,0.026159334
530731172,0.072039072,0.008547009,0.087912088,0.074481074,0.141636142,0.249084249,0.373626374,0.073260073
530731181,0.0943194,0.008574491,0.095391211,0.051446945,0.163987138,0.301178992,0.160771704,0.021436227
530731182,0.16576087,0.048913043,0.13134058,0.012681159,0.124094203,0.20923913,0.280797101,0.038043478
530731191,0.137931034,0.020689655,0.066666667,0.022988506,0.140229885,0.126436782,0.147126437,0.091954023
530731192,0.155879672,0.022789426,0.085688241,0.020054695,0.129443938,0.308113036,0.166818596,0.059252507
530731201,0.036381514,0.080629302,0.120943953,0.041297935,0.221238938,0.299901672,0.048180924,0.014749263
530731202,0.097051597,0.045454545,0.101965602,0.085995086,0.34029484,0.136363636,0.208845209,0.046683047
530731211,0.185185185,0.069584736,0.065095398,0.07295174,0.101010101,0.264870932,0.167227834,0.052749719
530731212,0.118430792,0.048112509,0.155440415,0.087342709,0.110288675,0.221317543,0.170244264,0.079940785
530731221,0.117948718,0.051282051,0.05982906,0.082051282,0.073504274,0.311111111,0.071794872,0.071794872
530731222,0.207128447,0.056489576,0.046402152,0.060524546,0.178883658,0.181573638,0.299932751,0.088769334
530731231,0.208731241,0.092769441,0.111186903,0.079809004,0.167121419,0.236698499,0.042974079,0.01159618
530731232,0.244532803,0.051689861,0.067594433,0,0.159045726,0.282306163,0.188866799,0.049701789
530731241,0.103305785,0,0.020661157,0.01446281,0.353305785,0.204545455,0.161157025,0
530731242,0.169708029,0,0.034671533,0.058394161,0.172445255,0.256386861,0.236313869,0.125
530731251,0.102245581,0.01242236,0.084089823,0.070234114,0.184424271,0.302436694,0.201624462,0.018155757
530731252,0.026666667,0,0.054545455,0.095757576,0.127272727,0.248484848,0.303030303,0.058181818
530731253,0.215003349,0.02545211,0.042866711,0.040857334,0.127260549,0.269926323,0.141995981,0.072337575
530731261,0.226586103,0.020543807,0.050151057,0.070694864,0.301510574,0.23141994,0.050151057,0.038066465
530732001,0.078039927,0.032667877,0.094373866,0.00907441,0.103448276,0.274047187,0.319419238,0.061705989
530732002,0.106060606,0,0.064393939,0.261363636,0.09469697,0.223484848,0.159090909,0.159090909
530732003,0.041158537,0.054878049,0.118902439,0.089939024,0.157012195,0.18597561,0.387195122,0
530732004,0.064615385,0.007179487,0.070769231,0.026666667,0.255384615,0.154871795,0.484102564,0.110769231
530733011,0.133333333,0.06440678,0.039548023,0.023163842,0.276271186,0.20960452,0.076836158,0.054237288
530733012,0.096296296,0.049382716,0.032098765,0.064197531,0.439506173,0.074074074,0.108641975,0.108641975
530733013,0.409090909,0,0.118181818,0.109090909,0.209090909,0,0.072727273,0
530733014,0.01843318,0,0.050691244,0.036866359,0.225806452,0.1359447,0.368663594,0.023041475
530733021,0.150506512,0.024602026,0.07959479,0.040520984,0.138929088,0.191027496,0.15195369,0.073806078
530733022,0.189627229,0.04376013,0.141004862,0.025931929,0.10534846,0.23987034,0.108589951,0.056726094
530733023,0.227272727,0.02892562,0.138429752,0.070247934,0.039256198,0.289256198,0.07231405,0.07231405
530734041,0.084592145,0,0.058912387,0.052870091,0.367069486,0.167673716,0.250755287,0.021148036
530734042,0,0,0.14893617,0.042553191,0.175531915,0.154255319,0.593085106,0.167553191
530734043,0.120649652,0.092807425,0.067285383,0.069605568,0.215777262,0.201856148,0.199535963,0
530734044,0.209964413,0.053380783,0.172597865,0.101423488,0.122775801,0.163701068,0.071174377,0
530734045,0.048668503,0.03030303,0.16620753,0.077134986,0.191000918,0.205693297,0.17630854,0.038567493
530734051,0.091666667,0.00625,0.072916667,0.026041667,0.198958333,0.14375,0.439583333,0.0375
530734052,0.075949367,0.022151899,0.088607595,0.036392405,0.096518987,0.392405063,0.183544304,0.012658228
530734061,0.208439898,0.015345269,0.193094629,0.085677749,0.203324808,0.18286445,0.132992327,0.023017903
530734062,0.115979381,0.027061856,0.095360825,0.047680412,0.24871134,0.231958763,0.139175258,0.103092784
530734063,0.022403259,0.046843177,0.060081466,0.023421589,0.229124236,0.398167006,0.073319756,0
530734071,0.025104603,0.075313808,0.073919107,0.043235704,0.241283124,0.29567643,0.025104603,0.025104603
530734072,0.036199095,0,0.076923077,0.070135747,0.319004525,0.21040724,0.099547511,0
530734073,0.234748011,0.026525199,0.128647215,0.061007958,0.125994695,0.210875332,0.293103448,0.041114058
530734081,0.132821076,0.026344676,0.053787047,0.039517014,0.144895719,0.323819978,0.305159166,0.039517014
530734082,0.347921225,0.140043764,0.13785558,0.043763676,0.100656455,0.13785558,0.065645514,0
530734083,0.110311751,0.069544365,0.148681055,0.064748201,0.064748201,0.20383693,0.172661871,0.014388489
530735001,0.081023454,0.162046908,0.206823028,0.066098081,0.051172708,0.221748401,0.260127932,0
530735002,0.112408759,0.042335766,0.159124088,0.067153285,0.135766423,0.289051095,0.17810219,0.037956204
530735003,0.368312757,0.043209877,0.032921811,0.022633745,0.209876543,0.086419753,0.154320988,0.051440329
530735004,0.158878505,0.138317757,0.162616822,0.11588785,0.041121495,0.173831776,0.072897196,0.035514019
530735005,0.043478261,0.035573123,0.039525692,0.083003953,0.049407115,0.122529644,0.162055336,0.055335968
530735006,0.26,0.021666667,0.043333333,0.023333333,0.138333333,0.381666667,0.1,0
539400011,0.268365817,0.03898051,0.115442279,0.100449775,0.088455772,0.299850075,0.064467766,0.028485757
539400012,0.170731707,0.055555556,0.119241192,0.082655827,0.069105691,0.296747967,0.123306233,0.050135501
539400021,0.197885196,0.055891239,0.02265861,0.048338369,0.134441088,0.276435045,0.149546828,0.061933535
539400022,0.078431373,0.016339869,0.009803922,0.016339869,0.29248366,0.299019608,0.10130719,0.049019608
539400023,0.183333333,0.075,0.08125,0.05625,0.15625,0.210416667,0.160416667,0.027083333
539400031,0.159337521,0.071387778,0.101085094,0.087949743,0.167904055,0.246716162,0.092518561,0.034266134
539400032,0.10193133,0.034334764,0.041845494,0.039699571,0.230686695,0.293991416,0.216738197,0.036480687
539400033,0.085883514,0.029615005,0.032576505,0,0.175715696,0.332675222,0.160908193,0.054294176
539400041,0.017711172,0.038147139,0.123978202,0.029972752,0.258855586,0.282016349,0.258855586,0.005449591
539400042,0.20952381,0,0.041269841,0,0.158730159,0.107936508,0.333333333,0.079365079
539400043,0.091715976,0.00887574,0.053254438,0.035502959,0.165680473,0.24260355,0.192307692,0.103550296
539400044,0.166226913,0.023746702,0.065963061,0.026385224,0.205804749,0.266490765,0.245382586,0.013192612
539400045,0.134163209,0.05670816,0.100968188,0.034578147,0.145228216,0.255878285,0.186721992,0.042876902
539400046,0.172262774,0.035036496,0.070072993,0.037956204,0.128467153,0.318248175,0.143065693,0.023357664
539400051,0.12371134,0.036818851,0.106038292,0.020618557,0.12371134,0.326951399,0.135493373,0.038291605
539400052,0.135444151,0.091468777,0.065083553,0.050131926,0.176781003,0.237467018,0.209322779,0.019349164
539400053,0.15849387,0.03765324,0.059544658,0.045534151,0.212784588,0.260070053,0.157618214,0.043782837
539400061,0.102040816,0.036734694,0.030612245,0.020408163,0.279591837,0.220408163,0.232653061,0
539400062,0.046413502,0.012658228,0.046413502,0.071729958,0.362869198,0.23628692,0.025316456,0
539400071,0.078651685,0.052434457,0.04494382,0.018726592,0.34082397,0.303370787,0.205992509,0.018726592
539400072,0.070454545,0.097727273,0.047727273,0.011363636,0.261363636,0.063636364,0.231818182,0.072727273
539400073,0.042769857,0.024439919,0.010183299,0.010183299,0.413441955,0.16496945,0.366598778,0.069246436
539400081,0.16744186,0.045847176,0.079069767,0.056478405,0.142192691,0.350166113,0.099667774,0.027906977
539400082,0.155681818,0.039772727,0.1,0.061363636,0.178409091,0.257954545,0.118181818,0.018181818
539400083,0.309838473,0.121879589,0.15712188,0.030837004,0.099853157,0.165932452,0.033773862,0.007342144
539400091,0.12460733,0.015706806,0.112041885,0.028272251,0.14973822,0.238743455,0.229319372,0.047120419
539400092,0.101545254,0.114790287,0.097130243,0.026490066,0.143487859,0.225165563,0.125827815,0.037527594
539400101,0.111788618,0.012195122,0.088414634,0.024390244,0.183943089,0.319105691,0.104674797,0.047764228
539400102,0.089552239,0,0.021558872,0.03814262,0.08291874,0.271973466,0.265339967,0
539400103,0.144680851,0.012765957,0.119148936,0.136170213,0.046808511,0.195744681,0.382978723,0.059574468
539400111,0.219951923,0.057692308,0.106971154,0.052884615,0.131009615,0.210336538,0.056490385,0.049278846
539400112,0.214208827,0.077502691,0.132400431,0.164693219,0.095801938,0.243272336,0.01722282,0
539400113,0.200811359,0.085192698,0.14198783,0.062880325,0.073022312,0.212981744,0.15010142,0.068965517
