id,newid,Y2015_Ed_Avg
1500000US530530602001,530602001,14.41449814
1500000US530530603001,530603001,15.25856014
1500000US530530603002,530603002,14.01648352
1500000US530530603003,530603003,14.36129296
1500000US530530604001,530604001,16.12449799
1500000US530530604002,530604002,15.65784672
1500000US530530604003,530604003,14.50393701
1500000US530530604004,530604004,14.25765646
1500000US530530604005,530604005,14.45185811
1500000US530530605001,530605001,15.05590551
1500000US530530605002,530605002,15.5
1500000US530530605003,530605003,14.64757709
1500000US530530605004,530605004,14.71857923
1500000US530530605005,530605005,15.85794655
1500000US530530606001,530606001,15.68906064
1500000US530530606002,530606002,14.76638024
1500000US530530606003,530606003,14.01657941
1500000US530530606004,530606004,15.30482115
1500000US530530606005,530606005,14.1791498
1500000US530530606006,530606006,13.83333333
1500000US530530607001,530607001,15.50127551
1500000US530530607002,530607002,15.39927536
1500000US530530607003,530607003,15.26493506
1500000US530530607004,530607004,13.80267296
1500000US530530607005,530607005,14.27336449
1500000US530530607006,530607006,15.75271739
1500000US530530608001,530608001,14.55344203
1500000US530530608002,530608002,14.24242424
1500000US530530608003,530608003,14.27786378
1500000US530530608004,530608004,13.59696262
1500000US530530608005,530608005,13.27766393
1500000US530530608006,530608006,14.11447563
1500000US530530608007,530608007,14.10747664
1500000US530530609031,530609031,13.33854167
1500000US530530609032,530609032,13.22677596
1500000US530530609033,530609033,14.46743697
1500000US530530609041,530609041,12.6702509
1500000US530530609042,530609042,13.7008
1500000US530530609043,530609043,13.92173913
1500000US530530609044,530609044,12.85078534
1500000US530530609051,530609051,13.21994536
1500000US530530609052,530609052,13.68133333
1500000US530530609053,530609053,14.0923994
1500000US530530609054,530609054,14.05689489
1500000US530530609055,530609055,14.49900794
1500000US530530609061,530609061,13.6792144
1500000US530530609062,530609062,14.14238095
1500000US530530610011,530610011,13.75303644
1500000US530530610012,530610012,14.68876081
1500000US530530610013,530610013,14.48966942
1500000US530530610021,530610021,10.96902065
1500000US530530610022,530610022,12.55862069
1500000US530530610023,530610023,13.74357477
1500000US530530610024,530610024,13.2357631
1500000US530530611001,530611001,13.94755747
1500000US530530611002,530611002,12.89645777
1500000US530530611003,530611003,12.85282651
1500000US530530611004,530611004,13.36204268
1500000US530530611005,530611005,13.36662371
1500000US530530611006,530611006,13.53746531
1500000US530530611007,530611007,13.13971539
1500000US530530612001,530612001,13.46802326
1500000US530530612002,530612002,13.73545966
1500000US530530612003,530612003,13.25
1500000US530530612004,530612004,12.9832
1500000US530530612005,530612005,13.94642857
1500000US530530612006,530612006,14.17030201
1500000US530530613001,530613001,12.2417962
1500000US530530613002,530613002,13.09732541
1500000US530530613003,530613003,12.61740558
1500000US530530613004,530613004,13.56425234
1500000US530530613005,530613005,11.76165254
1500000US530530613006,530613006,12.95490196
1500000US530530614001,530614001,12.28099174
1500000US530530614002,530614002,11.42790102
1500000US530530614003,530614003,11.27411576
1500000US530530615001,530615001,14.52223032
1500000US530530615002,530615002,14.28356713
1500000US530530615003,530615003,13.59958217
1500000US530530615004,530615004,13.63390501
1500000US530530616011,530616011,13.2630273
1500000US530530616021,530616021,13.44350282
1500000US530530617001,530617001,13.43562874
1500000US530530617002,530617002,12.91146712
1500000US530530617003,530617003,13.56563707
1500000US530530617004,530617004,11.2179803
1500000US530530617005,530617005,12.87924528
1500000US530530618001,530618001,12.67456556
1500000US530530618002,530618002,11.92564492
1500000US530530618003,530618003,12.78125
1500000US530530619001,530619001,13.25270479
1500000US530530619002,530619002,13.16503497
1500000US530530620001,530620001,11.39928571
1500000US530530620002,530620002,12.23113208
1500000US530530620003,530620003,12.40016103
1500000US530530620004,530620004,11.6459431
1500000US530530623001,530623001,12.72629797
1500000US530530623002,530623002,11.48748436
1500000US530530623003,530623003,12.5138191
1500000US530530623004,530623004,12.8748019
1500000US530530624001,530624001,11.79263747
1500000US530530624002,530624002,12.60387812
1500000US530530624003,530624003,12.66793893
1500000US530530624004,530624004,13.8259362
1500000US530530624005,530624005,13.24339623
1500000US530530625001,530625001,13.24940476
1500000US530530625002,530625002,13.05695509
1500000US530530625003,530625003,13.23950617
1500000US530530625004,530625004,11.6496124
1500000US530530625005,530625005,11.74155251
1500000US530530625006,530625006,12.40303541
1500000US530530625007,530625007,12.11508453
1500000US530530626001,530626001,13.31310345
1500000US530530626002,530626002,13.01198872
1500000US530530628011,530628011,13.0308642
1500000US530530628012,530628012,12.53891403
1500000US530530628013,530628013,12.74777007
1500000US530530628014,530628014,13.23290598
1500000US530530628021,530628021,13.08274648
1500000US530530628022,530628022,12.15060241
1500000US530530628023,530628023,14.06284153
1500000US530530629001,530629001,12.63657407
1500000US530530629002,530629002,12.1254717
1500000US530530629003,530629003,12.72312704
1500000US530530629004,530629004,12.81286127
1500000US530530629005,530629005,11.52046784
1500000US530530629006,530629006,12.17398946
1500000US530530630001,530630001,12.8797546
1500000US530530630002,530630002,11.33959311
1500000US530530631001,530631001,12.18679245
1500000US530530631002,530631002,12.20888594
1500000US530530631003,530631003,12.61758475
1500000US530530631004,530631004,12.16893866
1500000US530530632001,530632001,12.69654289
1500000US530530632002,530632002,12.13322259
1500000US530530632003,530632003,12.75211864
1500000US530530632004,530632004,13.0682243
1500000US530530632005,530632005,12.64735099
1500000US530530633001,530633001,10.95458674
1500000US530530633002,530633002,12.2204023
1500000US530530633003,530633003,10.78512881
1500000US530530633004,530633004,13.50350631
1500000US530530633005,530633005,11.25956633
1500000US530530634001,530634001,12.45818505
1500000US530530634002,530634002,12.64598786
1500000US530530634003,530634003,11.66201717
1500000US530530634004,530634004,12.72933071
1500000US530530634005,530634005,12.63295347
1500000US530530634006,530634006,12.26751592
1500000US530530635011,530635011,11.93279022
1500000US530530635012,530635012,12.68680556
1500000US530530635013,530635013,13.27863046
1500000US530530635014,530635014,10.8013347
1500000US530530635021,530635021,12.46023392
1500000US530530635022,530635022,12.50669915
1500000US530530635023,530635023,12.43954918
1500000US530530701001,530701001,12.55500982
1500000US530530701002,530701002,#DIV/0!
1500000US530530701003,530701003,13.5836714
1500000US530530701004,530701004,13.32896237
1500000US530530702031,530702031,13.67759197
1500000US530530702032,530702032,12.8833023
1500000US530530702033,530702033,12.35076253
1500000US530530702041,530702041,12.46622313
1500000US530530702042,530702042,12.82837239
1500000US530530702051,530702051,12.67424728
1500000US530530702052,530702052,13.00757576
1500000US530530702061,530702061,13.09853346
1500000US530530702062,530702062,12.83521445
1500000US530530702063,530702063,12.58724832
1500000US530530702071,530702071,12.90222222
1500000US530530702072,530702072,13.50490196
1500000US530530702073,530702073,6.302762431
1500000US530530702074,530702074,13.0785169
1500000US530530703071,530703071,13.62256494
1500000US530530703072,530703072,14.87688889
1500000US530530703073,530703073,14.22564425
1500000US530530703081,530703081,13.23628174
1500000US530530703082,530703082,13.20632133
1500000US530530703091,530703091,13.20336943
1500000US530530703092,530703092,13.53469545
1500000US530530703093,530703093,13.13452131
1500000US530530703101,530703101,13.20262954
1500000US530530703102,530703102,11.97377939
1500000US530530703103,530703103,13.3887297
1500000US530530703104,530703104,12.09765625
1500000US530530703111,530703111,13.2657082
1500000US530530703112,530703112,13.01905252
1500000US530530703113,530703113,12.27564717
1500000US530530703121,530703121,14.76573939
1500000US530530703122,530703122,14.16252822
1500000US530530703123,530703123,13.21139706
1500000US530530703131,530703131,13.66743542
1500000US530530703132,530703132,14.13666121
1500000US530530703133,530703133,13.06550424
1500000US530530703134,530703134,13.06291391
1500000US530530703135,530703135,13.39035667
1500000US530530703141,530703141,13.87012012
1500000US530530703142,530703142,13.80918367
1500000US530530703151,530703151,13.70350292
1500000US530530703152,530703152,14.32162459
1500000US530530703153,530703153,14.76758148
1500000US530530703154,530703154,13.94275701
1500000US530530703161,530703161,14.06666667
1500000US530530703162,530703162,14.46764813
1500000US530530704011,530704011,12.82958035
1500000US530530704012,530704012,12.89319471
1500000US530530704031,530704031,12.5362117
1500000US530530704032,530704032,12.41484716
1500000US530530704033,530704033,12.73925104
1500000US530530704041,530704041,13.09335548
1500000US530530704042,530704042,13.81227566
1500000US530530707031,530707031,13.18081761
1500000US530530707032,530707032,13.28067885
1500000US530530707033,530707033,12.96998285
1500000US530530707034,530707034,13.5
1500000US530530707035,530707035,13.43634841
1500000US530530711001,530711001,12.93895055
1500000US530530711002,530711002,13.49213836
1500000US530530712051,530712051,14.02777778
1500000US530530712052,530712052,13.37342908
1500000US530530712061,530712061,13.90960912
1500000US530530712062,530712062,13.13220089
1500000US530530712063,530712063,12.75120579
1500000US530530712064,530712064,12.89506849
1500000US530530712071,530712071,13.16948052
1500000US530530712072,530712072,13.46139706
1500000US530530712073,530712073,12.73950911
1500000US530530712081,530712081,12.83840749
1500000US530530712082,530712082,13.08816276
1500000US530530712083,530712083,13.57203815
1500000US530530712091,530712091,14.16898608
1500000US530530712092,530712092,13.06377551
1500000US530530712093,530712093,14.77993528
1500000US530530712101,530712101,12.43927126
1500000US530530712102,530712102,14.42592593
1500000US530530712103,530712103,14.1787649
1500000US530530713041,530713041,12.42279108
1500000US530530713042,530713042,13.43259746
1500000US530530713043,530713043,12.98589342
1500000US530530713051,530713051,12.41573034
1500000US530530713052,530713052,13.02390767
1500000US530530713061,530713061,13.26370757
1500000US530530713062,530713062,13.72854852
1500000US530530713063,530713063,12.86498856
1500000US530530713064,530713064,13.35555556
1500000US530530713071,530713071,13.1660213
1500000US530530713072,530713072,13.23558484
1500000US530530713073,530713073,13.38481675
1500000US530530713091,530713091,12.72621951
1500000US530530713092,530713092,13.18561873
1500000US530530713093,530713093,14.12267658
1500000US530530713101,530713101,13.35040234
1500000US530530713102,530713102,13.71594203
1500000US530530714031,530714031,13.15378845
1500000US530530714032,530714032,12.52161654
1500000US530530714033,530714033,12.47702298
1500000US530530714061,530714061,13.3203125
1500000US530530714062,530714062,12.7775378
1500000US530530714063,530714063,12.63588391
1500000US530530714064,530714064,12.92362093
1500000US530530714071,530714071,12.65222102
1500000US530530714072,530714072,12.73833671
1500000US530530714073,530714073,13.37220982
1500000US530530714074,530714074,13.6943299
1500000US530530714081,530714081,12.77872168
1500000US530530714082,530714082,12.21761364
1500000US530530714083,530714083,12.55060729
1500000US530530714091,530714091,12.3974026
1500000US530530714092,530714092,12.37118321
1500000US530530714093,530714093,13.23733804
1500000US530530714094,530714094,11.19742063
1500000US530530714101,530714101,12.58031401
1500000US530530714102,530714102,11.80332262
1500000US530530714103,530714103,12.60027952
1500000US530530714104,530714104,13.27916296
1500000US530530714111,530714111,12.76974199
1500000US530530714112,530714112,11.6285347
1500000US530530714113,530714113,13.20344828
1500000US530530715031,530715031,12.89961203
1500000US530530715032,530715032,11.75989209
1500000US530530715033,530715033,11.62941176
1500000US530530715034,530715034,13.6996888
1500000US530530715041,530715041,12.84915254
1500000US530530715042,530715042,13.2244898
1500000US530530715043,530715043,12.69568823
1500000US530530715044,530715044,12.53900709
1500000US530530715051,530715051,12.57901907
1500000US530530715052,530715052,12.48430141
1500000US530530715053,530715053,12.8125
1500000US530530715054,530715054,12.06060606
1500000US530530715061,530715061,13.00470035
1500000US530530715062,530715062,13.09497591
1500000US530530715063,530715063,13.17168914
1500000US530530716011,530716011,11.98724362
1500000US530530716012,530716012,12.49241603
1500000US530530716021,530716021,13.32387807
1500000US530530716022,530716022,12.69300912
1500000US530530716023,530716023,13.02562225
1500000US530530716024,530716024,13.15357143
1500000US530530717031,530717031,12.09359945
1500000US530530717032,530717032,12.2972028
1500000US530530717041,530717041,11.27299331
1500000US530530717042,530717042,12.40979381
1500000US530530717043,530717043,12.14334862
1500000US530530717051,530717051,11.09976387
1500000US530530717052,530717052,12.19114471
1500000US530530717053,530717053,13.3512
1500000US530530717061,530717061,12.41477273
1500000US530530717071,530717071,13.38497217
1500000US530530717072,530717072,12.74578059
1500000US530530717073,530717073,10.91534714
1500000US530530718031,530718031,13.75112108
1500000US530530718032,530718032,13.26461538
1500000US530530718033,530718033,12.92105263
1500000US530530718034,530718034,11.1774942
1500000US530530718051,530718051,12.3056
1500000US530530718052,530718052,12.43166175
1500000US530530718053,530718053,11.65836299
1500000US530530718061,530718061,11.73360058
1500000US530530718062,530718062,12.10432852
1500000US530530718071,530718071,12.89362745
1500000US530530718072,530718072,12.34189723
1500000US530530718081,530718081,11.56324582
1500000US530530718082,530718082,11.33144074
1500000US530530718083,530718083,12.54107649
1500000US530530719011,530719011,12.44704325
1500000US530530719012,530719012,13.46733212
1500000US530530719013,530719013,13.5258512
1500000US530530719014,530719014,13.51654412
1500000US530530719021,530719021,13.6635672
1500000US530530719022,530719022,13.09537167
1500000US530530719023,530719023,14.17403315
1500000US530530719024,530719024,15.08255814
1500000US530530719025,530719025,15.29731544
1500000US530530720001,530720001,10.90394737
1500000US530530720002,530720002,12.85337423
1500000US530530720003,530720003,12.78438662
1500000US530530720004,530720004,12.24061033
1500000US530530721051,530721051,14.2815759
1500000US530530721052,530721052,14.27673193
1500000US530530721053,530721053,11.00215517
1500000US530530721054,530721054,13.4285174
1500000US530530721061,530721061,13.40226629
1500000US530530721062,530721062,13.21981293
1500000US530530721063,530721063,13.37626433
1500000US530530721064,530721064,13.32370954
1500000US530530721071,530721071,13.08009423
1500000US530530721072,530721072,13.85299374
1500000US530530721073,530721073,12.8351735
1500000US530530721074,530721074,13.75229358
1500000US530530721081,530721081,11.6893039
1500000US530530721082,530721082,13.30873494
1500000US530530721083,530721083,12.90389016
1500000US530530721084,530721084,13.42191054
1500000US530530721085,530721085,12.92806604
1500000US530530721091,530721091,14.95652174
1500000US530530721092,530721092,14.13770365
1500000US530530721111,530721111,13.56450178
1500000US530530721112,530721112,13.97416201
1500000US530530721121,530721121,13.16372981
1500000US530530721122,530721122,12.90779703
1500000US530530721123,530721123,13.04194407
1500000US530530723051,530723051,14.32913669
1500000US530530723052,530723052,13.85165794
1500000US530530723053,530723053,14.18740032
1500000US530530723054,530723054,14.55516014
1500000US530530723055,530723055,13.95643756
1500000US530530723056,530723056,14.6691974
1500000US530530723071,530723071,13.1749785
1500000US530530723072,530723072,14.50302419
1500000US530530723073,530723073,14.10148976
1500000US530530723074,530723074,14.46764706
1500000US530530723081,530723081,14.13113006
1500000US530530723082,530723082,14.8021645
1500000US530530723083,530723083,14.2388535
1500000US530530723084,530723084,13.28369272
1500000US530530723085,530723085,14.56458699
1500000US530530723091,530723091,14.36268248
1500000US530530723092,530723092,13.71089271
1500000US530530723093,530723093,14.22715736
1500000US530530723094,530723094,14.43474843
1500000US530530723101,530723101,14.39134912
1500000US530530723102,530723102,12.95558376
1500000US530530723103,530723103,13.98008475
1500000US530530723111,530723111,13.29051819
1500000US530530723112,530723112,13.40721649
1500000US530530723113,530723113,13.24343186
1500000US530530723121,530723121,14.57169345
1500000US530530723122,530723122,13.27440904
1500000US530530723123,530723123,12.30227743
1500000US530530723131,530723131,14.82881866
1500000US530530723132,530723132,13.98255814
1500000US530530724051,530724051,15.1603139
1500000US530530724052,530724052,14.85987654
1500000US530530724061,530724061,14.24918778
1500000US530530724062,530724062,14.11879139
1500000US530530724063,530724063,14.50849335
1500000US530530724071,530724071,13.6205396
1500000US530530724072,530724072,15.52739726
1500000US530530724073,530724073,14.09010152
1500000US530530724081,530724081,14.72633136
1500000US530530724082,530724082,14.25428571
1500000US530530724083,530724083,15.34774882
1500000US530530724084,530724084,15.11918063
1500000US530530724091,530724091,14.75153061
1500000US530530724092,530724092,14.47218935
1500000US530530724101,530724101,14.98257468
1500000US530530724102,530724102,14.94958678
1500000US530530725031,530725031,13.59003215
1500000US530530725032,530725032,14.01465387
1500000US530530725041,530725041,14.94913495
1500000US530530725042,530725042,13.32647059
1500000US530530725051,530725051,14.22697003
1500000US530530725052,530725052,14.07842288
1500000US530530725053,530725053,14.6926851
1500000US530530725054,530725054,13.23258706
1500000US530530725061,530725061,14.07692308
1500000US530530725062,530725062,15.08844765
1500000US530530725071,530725071,15.83706294
1500000US530530725072,530725072,14.52629709
1500000US530530726011,530726011,13.25
1500000US530530726012,530726012,13.4410828
1500000US530530726013,530726013,13.13324048
1500000US530530726021,530726021,13.66228647
1500000US530530726022,530726022,13.50439754
1500000US530530726023,530726023,13.83824929
1500000US530530726031,530726031,13.44482173
1500000US530530726032,530726032,13.421875
1500000US530530726033,530726033,14.10051813
1500000US530530726034,530726034,12.86254296
1500000US530530726035,530726035,12.04116223
1500000US530530728001,530728001,14.94749216
1500000US530530728002,530728002,14.59416667
1500000US530530729011,530729011,13.43648335
1500000US530530729031,530729031,13.28715278
1500000US530530729051,530729051,14.2647343
1500000US530530729052,530729052,12.94827586
1500000US530530729053,530729053,12.79139434
1500000US530530729061,530729061,13.4292804
1500000US530530729062,530729062,13.60666667
1500000US530530729071,530729071,13.45601436
1500000US530530729072,530729072,13.38045541
1500000US530530729073,530729073,#DIV/0!
1500000US530530730011,530730011,12.54081633
1500000US530530730012,530730012,12.54669031
1500000US530530730013,530730013,13.356049
1500000US530530730014,530730014,13.34517426
1500000US530530730015,530730015,13.20494186
1500000US530530730051,530730051,12.88141026
1500000US530530730052,530730052,12.31373323
1500000US530530730053,530730053,12.31291391
1500000US530530730054,530730054,13.3960232
1500000US530530730061,530730061,13.16926677
1500000US530530730062,530730062,12.81557377
1500000US530530731081,530731081,11.44022906
1500000US530530731082,530731082,13.2523261
1500000US530530731083,530731083,12.98749155
1500000US530530731101,530731101,13.38734076
1500000US530530731102,530731102,14.01535581
1500000US530530731111,530731111,12.93040685
1500000US530530731112,530731112,12.87272727
1500000US530530731113,530731113,12.77447917
1500000US530530731131,530731131,12.96194605
1500000US530530731132,530731132,13.79395604
1500000US530530731133,530731133,13.33562463
1500000US530530731141,530731141,12.99193548
1500000US530530731142,530731142,12.59921671
1500000US530530731143,530731143,12.65180467
1500000US530530731151,530731151,13.2339515
1500000US530530731152,530731152,12.72463768
1500000US530530731153,530731153,12.7755814
1500000US530530731161,530731161,13.30129179
1500000US530530731162,530731162,12.79578676
1500000US530530731171,530731171,13.21267894
1500000US530530731172,530731172,12.85440613
1500000US530530731181,530731181,12.94418784
1500000US530530731182,530731182,13.45335821
1500000US530530731191,530731191,12.59488636
1500000US530530731192,530731192,12.93157182
1500000US530530731201,530731201,13.1034632
1500000US530530731202,530731202,13.52768313
1500000US530530731211,530731211,13.57887422
1500000US530530731212,530731212,13.99649011
1500000US530530731221,530731221,13.57233627
1500000US530530731222,530731222,13.80606061
1500000US530530731231,530731231,14.46621622
1500000US530530731232,530731232,13.55122777
1500000US530530731241,530731241,12.84283626
1500000US530530731242,530731242,13.04506579
1500000US530530731251,530731251,13.6849288
1500000US530530731252,530731252,14.11954023
1500000US530530731253,530731253,12.97075783
1500000US530530731261,530731261,13.80730418
1500000US530530732001,530732001,13.26190476
1500000US530530732002,530732002,12.66578947
1500000US530530732003,530732003,12.99943503
1500000US530530732004,530732004,12.6323687
1500000US530530733011,530733011,12.59253805
1500000US530530733012,530733012,12.77504554
1500000US530530733013,530733013,14.57563025
1500000US530530733014,530733014,12.45428241
1500000US530530733021,530733021,13.05785921
1500000US530530733022,530733022,13.61872146
1500000US530530733023,530733023,13.44931507
1500000US530530734041,530734041,12.90413943
1500000US530530734042,530734042,11.72566372
1500000US530530734043,530734043,13.63957597
1500000US530530734044,530734044,13.87240933
1500000US530530734045,530734045,14.01777971
1500000US530530734051,530734051,12.9427451
1500000US530530734052,530734052,13.42538672
1500000US530530734061,530734061,14.10416667
1500000US530530734062,530734062,12.83350515
1500000US530530734063,530734063,13.06962865
1500000US530530734071,530734071,13.44254144
1500000US530530734072,530734072,12.92939481
1500000US530530734073,530734073,13.56363636
1500000US530530734081,530734081,13.1622773
1500000US530530734082,530734082,13.82717678
1500000US530530734083,530734083,12.73984375
1500000US530530735001,530735001,13.94332999
1500000US530530735002,530735002,14.16994106
1500000US530530735003,530735003,12.99072848
1500000US530530735004,530735004,14.52097429
1500000US530530735005,530735005,12.77777778
1500000US530530735006,530735006,13.16353383
1500000US530539400011,539400011,14.50095602
1500000US530539400012,539400012,14.59472551
1500000US530539400021,539400021,12.99608227
1500000US530539400022,539400022,12.51816958
1500000US530539400023,539400023,13.66941624
1500000US530539400031,539400031,13.94227959
1500000US530539400032,539400032,13.14880952
1500000US530539400033,539400033,12.50626959
1500000US530539400041,539400041,13.08448459
1500000US530539400042,539400042,13.65987461
1500000US530539400043,539400043,12.68162084
1500000US530539400044,539400044,13.02718169
1500000US530539400045,539400045,13.27443992
1500000US530539400046,539400046,13.1515544
1500000US530539400051,539400051,12.90324032
1500000US530539400052,539400052,13.05335256
1500000US530539400053,539400053,13.22139831
1500000US530539400061,539400061,11.36844978
1500000US530539400062,539400062,11.46351085
1500000US530539400071,539400071,12.34593573
1500000US530539400072,539400072,11.8021978
1500000US530539400073,539400073,11.39823009
1500000US530539400081,539400081,13.97035573
1500000US530539400082,539400082,13.6487743
1500000US530539400083,539400083,14.63994307
1500000US530539400091,539400091,13.36911197
1500000US530539400092,539400092,13.67090395
1500000US530539400101,539400101,13.06572259
1500000US530539400102,539400102,12.64813375
1500000US530539400103,539400103,13.13555556
1500000US530539400111,539400111,14.44291845
1500000US530539400112,539400112,15.083788
1500000US530539400113,539400113,14.56658131
