field_1,timestamp,date,latitude,longitude,truedate,field_1_2,timestamp_2,date (UTC),NO2 (ppb),VOC (ppb),pm 10 (ug/m3),pm 2.5 (ug/m3),NO2 (Plume AQI),VOC (Plume AQI),pm 10 (Plume AQI),pm 2.5 (Plume AQI),pm 1 (ug/m3),pm 1 (Plume AQI),truedate_2
"8206",1647372704,2022/03/15 19:31:44,47.237217,-122.434273,2022/03/15 19:31:00,"1237",1647372660,2022/03/15 19:31:00,0,0,33.371696,3.263712,0,0,33,7,1,3,2022/03/15 19:31:00
"8207",1647372710,2022/03/15 19:31:50,47.238038,-122.43659,2022/03/15 19:31:00,"1237",1647372660,2022/03/15 19:31:00,0,0,33.371696,3.263712,0,0,33,7,1,3,2022/03/15 19:31:00
"8208",1647372781,2022/03/15 19:33:01,47.237896,-122.435912,2022/03/15 19:33:00,"1239",1647372780,2022/03/15 19:33:00,49,21,3,2,55,2,3,4,1,3,2022/03/15 19:33:00
"8209",1647372800,2022/03/15 19:33:20,47.238043,-122.436609,2022/03/15 19:33:00,"1239",1647372780,2022/03/15 19:33:00,49,21,3,2,55,2,3,4,1,3,2022/03/15 19:33:00
"8210",1647372820,2022/03/15 19:33:40,47.237851,-122.436914,2022/03/15 19:33:00,"1239",1647372780,2022/03/15 19:33:00,49,21,3,2,55,2,3,4,1,3,2022/03/15 19:33:00
"8211",1647372830,2022/03/15 19:33:50,47.238042,-122.436613,2022/03/15 19:33:00,"1239",1647372780,2022/03/15 19:33:00,49,21,3,2,55,2,3,4,1,3,2022/03/15 19:33:00
"8212",1647372841,2022/03/15 19:34:01,47.237765,-122.435055,2022/03/15 19:34:00,"1240",1647372840,2022/03/15 19:34:00,46,0,73.87106,6.471495,53,0,90,13,1,3,2022/03/15 19:34:00
"8213",1647372860,2022/03/15 19:34:20,47.238042,-122.436611,2022/03/15 19:34:00,"1240",1647372840,2022/03/15 19:34:00,46,0,73.87106,6.471495,53,0,90,13,1,3,2022/03/15 19:34:00
"8214",1647372883,2022/03/15 19:34:43,47.237911,-122.437059,2022/03/15 19:34:00,"1240",1647372840,2022/03/15 19:34:00,46,0,73.87106,6.471495,53,0,90,13,1,3,2022/03/15 19:34:00
"8215",1647372890,2022/03/15 19:34:50,47.238043,-122.436615,2022/03/15 19:34:00,"1240",1647372840,2022/03/15 19:34:00,46,0,73.87106,6.471495,53,0,90,13,1,3,2022/03/15 19:34:00
"8216",1647372913,2022/03/15 19:35:13,47.237845,-122.436939,2022/03/15 19:35:00,"1241",1647372900,2022/03/15 19:35:00,44,22,31.810238,2,51,2,32,4,1,3,2022/03/15 19:35:00
"8217",1647372920,2022/03/15 19:35:20,47.238043,-122.436614,2022/03/15 19:35:00,"1241",1647372900,2022/03/15 19:35:00,44,22,31.810238,2,51,2,32,4,1,3,2022/03/15 19:35:00
"8218",1647372929,2022/03/15 19:35:29,47.237693,-122.436104,2022/03/15 19:35:00,"1241",1647372900,2022/03/15 19:35:00,44,22,31.810238,2,51,2,32,4,1,3,2022/03/15 19:35:00
"8219",1647372950,2022/03/15 19:35:50,47.238044,-122.436611,2022/03/15 19:35:00,"1241",1647372900,2022/03/15 19:35:00,44,22,31.810238,2,51,2,32,4,1,3,2022/03/15 19:35:00
"8258",1647373528,2022/03/15 19:45:28,47.230851,-122.439987,2022/03/15 19:45:00,"1251",1647373500,2022/03/15 19:45:00,33,27,6.5310545,2,37,2,7,4,1,3,2022/03/15 19:45:00
"8259",1647373544,2022/03/15 19:45:44,47.231133,-122.439802,2022/03/15 19:45:00,"1251",1647373500,2022/03/15 19:45:00,33,27,6.5310545,2,37,2,7,4,1,3,2022/03/15 19:45:00
"8260",1647373561,2022/03/15 19:46:01,47.230825,-122.440168,2022/03/15 19:46:00,"1252",1647373560,2022/03/15 19:46:00,35,25,39.522945,3.596489,40,2,40,7,1,3,2022/03/15 19:46:00
"8261",1647373574,2022/03/15 19:46:14,47.231133,-122.439805,2022/03/15 19:46:00,"1252",1647373560,2022/03/15 19:46:00,35,25,39.522945,3.596489,40,2,40,7,1,3,2022/03/15 19:46:00
"8262",1647373592,2022/03/15 19:46:32,47.230835,-122.440174,2022/03/15 19:46:00,"1252",1647373560,2022/03/15 19:46:00,35,25,39.522945,3.596489,40,2,40,7,1,3,2022/03/15 19:46:00
"8263",1647373604,2022/03/15 19:46:44,47.231137,-122.439803,2022/03/15 19:46:00,"1252",1647373560,2022/03/15 19:46:00,35,25,39.522945,3.596489,40,2,40,7,1,3,2022/03/15 19:46:00
"8264",1647373623,2022/03/15 19:47:03,47.230809,-122.440298,2022/03/15 19:47:00,"1253",1647373620,2022/03/15 19:47:00,0,24,9.764191,2,0,2,10,4,1,3,2022/03/15 19:47:00
"8265",1647373634,2022/03/15 19:47:14,47.231138,-122.439804,2022/03/15 19:47:00,"1253",1647373620,2022/03/15 19:47:00,0,24,9.764191,2,0,2,10,4,1,3,2022/03/15 19:47:00
"8266",1647373654,2022/03/15 19:47:34,47.230767,-122.440425,2022/03/15 19:47:00,"1253",1647373620,2022/03/15 19:47:00,0,24,9.764191,2,0,2,10,4,1,3,2022/03/15 19:47:00
"8267",1647373664,2022/03/15 19:47:44,47.231136,-122.439806,2022/03/15 19:47:00,"1253",1647373620,2022/03/15 19:47:00,0,24,9.764191,2,0,2,10,4,1,3,2022/03/15 19:47:00
"8268",1647373685,2022/03/15 19:48:05,47.230813,-122.43999,2022/03/15 19:48:00,"1254",1647373680,2022/03/15 19:48:00,35,24,25.648014,3.9124384,40,2,26,8,1,3,2022/03/15 19:48:00
"8269",1647373694,2022/03/15 19:48:14,47.231132,-122.439803,2022/03/15 19:48:00,"1254",1647373680,2022/03/15 19:48:00,35,24,25.648014,3.9124384,40,2,26,8,1,3,2022/03/15 19:48:00
"8270",1647373706,2022/03/15 19:48:26,47.230837,-122.440186,2022/03/15 19:48:00,"1254",1647373680,2022/03/15 19:48:00,35,24,25.648014,3.9124384,40,2,26,8,1,3,2022/03/15 19:48:00
"8271",1647373724,2022/03/15 19:48:44,47.231146,-122.439798,2022/03/15 19:48:00,"1254",1647373680,2022/03/15 19:48:00,35,24,25.648014,3.9124384,40,2,26,8,1,3,2022/03/15 19:48:00
"8272",1647373746,2022/03/15 19:49:06,47.230741,-122.440427,2022/03/15 19:49:00,"1255",1647373740,2022/03/15 19:49:00,35,23,44.21962,3.8061457,39,2,44,8,1,3,2022/03/15 19:49:00
"8273",1647373754,2022/03/15 19:49:14,47.231141,-122.439806,2022/03/15 19:49:00,"1255",1647373740,2022/03/15 19:49:00,35,23,44.21962,3.8061457,39,2,44,8,1,3,2022/03/15 19:49:00
"8274",1647373766,2022/03/15 19:49:26,47.230845,-122.440275,2022/03/15 19:49:00,"1255",1647373740,2022/03/15 19:49:00,35,23,44.21962,3.8061457,39,2,44,8,1,3,2022/03/15 19:49:00
"8275",1647373784,2022/03/15 19:49:44,47.231147,-122.439799,2022/03/15 19:49:00,"1255",1647373740,2022/03/15 19:49:00,35,23,44.21962,3.8061457,39,2,44,8,1,3,2022/03/15 19:49:00
"8276",1647373807,2022/03/15 19:50:07,47.230813,-122.440279,2022/03/15 19:50:00,"1256",1647373800,2022/03/15 19:50:00,32,25,22.864674,2.7911758,35,2,23,6,1,3,2022/03/15 19:50:00
"8277",1647373814,2022/03/15 19:50:14,47.231146,-122.439805,2022/03/15 19:50:00,"1256",1647373800,2022/03/15 19:50:00,32,25,22.864674,2.7911758,35,2,23,6,1,3,2022/03/15 19:50:00
"8278",1647373827,2022/03/15 19:50:27,47.230853,-122.440263,2022/03/15 19:50:00,"1256",1647373800,2022/03/15 19:50:00,32,25,22.864674,2.7911758,35,2,23,6,1,3,2022/03/15 19:50:00
"8279",1647373844,2022/03/15 19:50:44,47.231149,-122.439802,2022/03/15 19:50:00,"1256",1647373800,2022/03/15 19:50:00,32,25,22.864674,2.7911758,35,2,23,6,1,3,2022/03/15 19:50:00
"8280",1647373864,2022/03/15 19:51:04,47.23083,-122.44015,2022/03/15 19:51:00,"1257",1647373860,2022/03/15 19:51:00,32,26,109.68721,10.343244,36,2,119,21,2,6,2022/03/15 19:51:00
"8281",1647373875,2022/03/15 19:51:15,47.231126,-122.439828,2022/03/15 19:51:00,"1257",1647373860,2022/03/15 19:51:00,32,26,109.68721,10.343244,36,2,119,21,2,6,2022/03/15 19:51:00
"8282",1647373884,2022/03/15 19:51:24,47.230895,-122.440103,2022/03/15 19:51:00,"1257",1647373860,2022/03/15 19:51:00,32,26,109.68721,10.343244,36,2,119,21,2,6,2022/03/15 19:51:00
"8283",1647373904,2022/03/15 19:51:44,47.231149,-122.439803,2022/03/15 19:51:00,"1257",1647373860,2022/03/15 19:51:00,32,26,109.68721,10.343244,36,2,119,21,2,6,2022/03/15 19:51:00
"8284",1647373924,2022/03/15 19:52:04,47.23076,-122.440355,2022/03/15 19:52:00,"1258",1647373920,2022/03/15 19:52:00,33,21,5.7610726,2,36,2,6,4,1,3,2022/03/15 19:52:00
"8285",1647373934,2022/03/15 19:52:14,47.231147,-122.439807,2022/03/15 19:52:00,"1258",1647373920,2022/03/15 19:52:00,33,21,5.7610726,2,36,2,6,4,1,3,2022/03/15 19:52:00
"8286",1647373944,2022/03/15 19:52:24,47.230889,-122.440172,2022/03/15 19:52:00,"1258",1647373920,2022/03/15 19:52:00,33,21,5.7610726,2,36,2,6,4,1,3,2022/03/15 19:52:00
"8287",1647373964,2022/03/15 19:52:44,47.231149,-122.439802,2022/03/15 19:52:00,"1258",1647373920,2022/03/15 19:52:00,33,21,5.7610726,2,36,2,6,4,1,3,2022/03/15 19:52:00
"8288",1647374137,2022/03/15 19:55:37,47.234282,-122.438217,2022/03/15 19:55:00,"1261",1647374100,2022/03/15 19:55:00,35,23,3,2,39,2,3,4,1,3,2022/03/15 19:55:00
"8289",1647374140,2022/03/15 19:55:40,47.231146,-122.439802,2022/03/15 19:55:00,"1261",1647374100,2022/03/15 19:55:00,35,23,3,2,39,2,3,4,1,3,2022/03/15 19:55:00
"8468",1647376208,2022/03/15 20:30:08,47.222161,-122.47511,2022/03/15 20:30:00,"1297",1647376200,2022/03/15 20:30:00,30,20,16.23891,2,32,2,16,4,1,3,2022/03/15 20:30:00
"8469",1647376219,2022/03/15 20:30:19,47.222352,-122.474592,2022/03/15 20:30:00,"1297",1647376200,2022/03/15 20:30:00,30,20,16.23891,2,32,2,16,4,1,3,2022/03/15 20:30:00
"8470",1647376382,2022/03/15 20:33:02,47.222282,-122.474676,2022/03/15 20:33:00,"1301",1647376439,2022/03/15 20:33:59,29,17,3,2,30,1,3,4,1,3,2022/03/15 20:33:00
"8471",1647376400,2022/03/15 20:33:20,47.222231,-122.475135,2022/03/15 20:33:00,"1301",1647376439,2022/03/15 20:33:59,29,17,3,2,30,1,3,4,1,3,2022/03/15 20:33:00
"8472",1647376411,2022/03/15 20:33:31,47.222375,-122.474707,2022/03/15 20:33:00,"1301",1647376439,2022/03/15 20:33:59,29,17,3,2,30,1,3,4,1,3,2022/03/15 20:33:00
"8473",1647376484,2022/03/15 20:34:44,47.222154,-122.475006,2022/03/15 20:34:00,"1302",1647376499,2022/03/15 20:34:59,31,15,41.130665,3.9808068,33,1,41,8,1,3,2022/03/15 20:34:00
"8474",1647376491,2022/03/15 20:34:51,47.222347,-122.474597,2022/03/15 20:34:00,"1302",1647376499,2022/03/15 20:34:59,31,15,41.130665,3.9808068,33,1,41,8,1,3,2022/03/15 20:34:00
"8475",1647376545,2022/03/15 20:35:45,47.222207,-122.475451,2022/03/15 20:35:00,"1303",1647376559,2022/03/15 20:35:59,28,14,54.837597,6.8297205,30,1,58,14,2,5,2022/03/15 20:35:00
"8476",1647376551,2022/03/15 20:35:51,47.222348,-122.47462,2022/03/15 20:35:00,"1303",1647376559,2022/03/15 20:35:59,28,14,54.837597,6.8297205,30,1,58,14,2,5,2022/03/15 20:35:00
"8477",1647376574,2022/03/15 20:36:14,47.222326,-122.475075,2022/03/15 20:36:00,"1304",1647376619,2022/03/15 20:36:59,28,13,76.42747,6.4497805,29,1,94,13,1,3,2022/03/15 20:36:00
"8478",1647376581,2022/03/15 20:36:21,47.222353,-122.474616,2022/03/15 20:36:00,"1304",1647376619,2022/03/15 20:36:59,28,13,76.42747,6.4497805,29,1,94,13,1,3,2022/03/15 20:36:00
"8479",1647376624,2022/03/15 20:37:04,47.22221,-122.475431,2022/03/15 20:37:00,"1305",1647376679,2022/03/15 20:37:59,26,0,,,26,0,0,0,,,2022/03/15 20:37:00
"8480",1647376641,2022/03/15 20:37:21,47.222352,-122.474595,2022/03/15 20:37:00,"1305",1647376679,2022/03/15 20:37:59,26,0,,,26,0,0,0,,,2022/03/15 20:37:00
"8481",1647376718,2022/03/15 20:38:38,47.222175,-122.475166,2022/03/15 20:38:00,"1306",1647376739,2022/03/15 20:38:59,25,12,3,2,25,1,3,4,1,3,2022/03/15 20:38:00
"8482",1647376733,2022/03/15 20:38:53,47.222302,-122.475644,2022/03/15 20:38:00,"1306",1647376739,2022/03/15 20:38:59,25,12,3,2,25,1,3,4,1,3,2022/03/15 20:38:00
"8483",1647376743,2022/03/15 20:39:03,47.222323,-122.475108,2022/03/15 20:39:00,"1307",1647376799,2022/03/15 20:39:59,24,12,3.1824064,2,24,1,3,4,1,3,2022/03/15 20:39:00
"8690",1647379789,2022/03/15 21:29:49,47.260483,-122.516118,2022/03/15 21:29:00,"1356",1647379740,2022/03/15 21:29:00,0,42,55.076298,4.7879868,0,3,58,10,1,3,2022/03/15 21:29:00
"8691",1647379798,2022/03/15 21:29:58,47.260412,-122.515605,2022/03/15 21:29:00,"1356",1647379740,2022/03/15 21:29:00,0,42,55.076298,4.7879868,0,3,58,10,1,3,2022/03/15 21:29:00
"8692",1647379931,2022/03/15 21:32:11,47.260411,-122.51535,2022/03/15 21:32:00,"1360",1647379979,2022/03/15 21:32:59,17,35,82.67372,6.094511,16,3,102,12,1,3,2022/03/15 21:32:00
"8693",1647379955,2022/03/15 21:32:35,47.260526,-122.515767,2022/03/15 21:32:00,"1360",1647379979,2022/03/15 21:32:59,17,35,82.67372,6.094511,16,3,102,12,1,3,2022/03/15 21:32:00
"8694",1647380042,2022/03/15 21:34:02,47.260462,-122.516263,2022/03/15 21:34:00,"1362",1647380099,2022/03/15 21:34:59,17,0,,,16,0,0,0,,,2022/03/15 21:34:00
"8695",1647380052,2022/03/15 21:34:12,47.260416,-122.515586,2022/03/15 21:34:00,"1362",1647380099,2022/03/15 21:34:59,17,0,,,16,0,0,0,,,2022/03/15 21:34:00
"8690",1647379789,2022/03/15 21:29:49,47.260483,-122.516118,2022/03/15 21:29:00,"1356",1647379740,2022/03/15 21:29:00,0,42,55.076298,4.7879868,0,3,58,10,1,3,2022/03/15 21:29:00
"8691",1647379798,2022/03/15 21:29:58,47.260412,-122.515605,2022/03/15 21:29:00,"1356",1647379740,2022/03/15 21:29:00,0,42,55.076298,4.7879868,0,3,58,10,1,3,2022/03/15 21:29:00
"8692",1647379931,2022/03/15 21:32:11,47.260411,-122.51535,2022/03/15 21:32:00,"1360",1647379979,2022/03/15 21:32:59,17,35,82.67372,6.094511,16,3,102,12,1,3,2022/03/15 21:32:00
"8693",1647379955,2022/03/15 21:32:35,47.260526,-122.515767,2022/03/15 21:32:00,"1360",1647379979,2022/03/15 21:32:59,17,35,82.67372,6.094511,16,3,102,12,1,3,2022/03/15 21:32:00
"8694",1647380042,2022/03/15 21:34:02,47.260462,-122.516263,2022/03/15 21:34:00,"1362",1647380099,2022/03/15 21:34:59,17,0,,,16,0,0,0,,,2022/03/15 21:34:00
"8695",1647380052,2022/03/15 21:34:12,47.260416,-122.515586,2022/03/15 21:34:00,"1362",1647380099,2022/03/15 21:34:59,17,0,,,16,0,0,0,,,2022/03/15 21:34:00
"8783",1647381119,2022/03/15 21:51:59,47.255458,-122.53258,2022/03/15 21:51:00,"1379",1647381119,2022/03/15 21:51:59,6,64,23.947006,2,5,5,24,4,1,3,2022/03/15 21:51:00
"8784",1647381123,2022/03/15 21:52:03,47.255736,-122.532281,2022/03/15 21:52:00,"1380",1647381179,2022/03/15 21:52:59,5,63,103.814125,7.914337,5,5,115,16,1,3,2022/03/15 21:52:00
"8785",1647381139,2022/03/15 21:52:19,47.25551,-122.532549,2022/03/15 21:52:00,"1380",1647381179,2022/03/15 21:52:59,5,63,103.814125,7.914337,5,5,115,16,1,3,2022/03/15 21:52:00
"8786",1647381153,2022/03/15 21:52:33,47.25574,-122.532276,2022/03/15 21:52:00,"1380",1647381179,2022/03/15 21:52:59,5,63,103.814125,7.914337,5,5,115,16,1,3,2022/03/15 21:52:00
"8787",1647381199,2022/03/15 21:53:19,47.255434,-122.532491,2022/03/15 21:53:00,"1381",1647381239,2022/03/15 21:53:59,5,64,13.403457,2,4,5,13,4,1,3,2022/03/15 21:53:00
"8788",1647381213,2022/03/15 21:53:33,47.255737,-122.532278,2022/03/15 21:53:00,"1381",1647381239,2022/03/15 21:53:59,5,64,13.403457,2,4,5,13,4,1,3,2022/03/15 21:53:00
"8789",1647381330,2022/03/15 21:55:30,47.255417,-122.532635,2022/03/15 21:55:00,"1383",1647381359,2022/03/15 21:55:59,3,0,99.0481,8.107574,3,0,112,16,1,3,2022/03/15 21:55:00
"8790",1647381363,2022/03/15 21:56:03,47.255735,-122.53227,2022/03/15 21:56:00,"1384",1647381419,2022/03/15 21:56:59,2,63,5.6752567,2,1,5,6,4,1,3,2022/03/15 21:56:00
"8791",1647381380,2022/03/15 21:56:20,47.255423,-122.532392,2022/03/15 21:56:00,"1384",1647381419,2022/03/15 21:56:59,2,63,5.6752567,2,1,5,6,4,1,3,2022/03/15 21:56:00
"8792",1647381393,2022/03/15 21:56:33,47.255742,-122.532265,2022/03/15 21:56:00,"1384",1647381419,2022/03/15 21:56:59,2,63,5.6752567,2,1,5,6,4,1,3,2022/03/15 21:56:00
"8793",1647381435,2022/03/15 21:57:15,47.255488,-122.532443,2022/03/15 21:57:00,"1385",1647381479,2022/03/15 21:57:59,1,60,113.59254,8.763079,1,5,121,18,1,3,2022/03/15 21:57:00
"8794",1647381453,2022/03/15 21:57:33,47.255741,-122.532265,2022/03/15 21:57:00,"1385",1647381479,2022/03/15 21:57:59,1,60,113.59254,8.763079,1,5,121,18,1,3,2022/03/15 21:57:00
"8795",1647381476,2022/03/15 21:57:56,47.255465,-122.532823,2022/03/15 21:57:00,"1385",1647381479,2022/03/15 21:57:59,1,60,113.59254,8.763079,1,5,121,18,1,3,2022/03/15 21:57:00
"8796",1647381483,2022/03/15 21:58:03,47.255742,-122.532262,2022/03/15 21:58:00,"1386",1647381539,2022/03/15 21:58:59,1,63,3,2,1,5,3,4,1,3,2022/03/15 21:58:00
"8797",1647381541,2022/03/15 21:59:01,47.255407,-122.532467,2022/03/15 21:59:00,"1387",1647381599,2022/03/15 21:59:59,0,61,31.794868,2.2910929,0,5,32,5,1,3,2022/03/15 21:59:00
"8798",1647381573,2022/03/15 21:59:33,47.255739,-122.532261,2022/03/15 21:59:00,"1387",1647381599,2022/03/15 21:59:59,0,61,31.794868,2.2910929,0,5,32,5,1,3,2022/03/15 21:59:00
"8799",1647381627,2022/03/15 22:00:27,47.255465,-122.532264,2022/03/15 22:00:00,"1388",1647381659,2022/03/15 22:00:59,1,68,3,2,1,5,3,4,1,3,2022/03/15 22:00:00
"8800",1647381633,2022/03/15 22:00:33,47.255735,-122.532259,2022/03/15 22:00:00,"1388",1647381659,2022/03/15 22:00:59,1,68,3,2,1,5,3,4,1,3,2022/03/15 22:00:00
"8863",1647382263,2022/03/15 22:11:03,47.260973,-122.539546,2022/03/15 22:11:00,"1399",1647382319,2022/03/15 22:11:59,6,31,30.555862,3.0190325,6,2,31,6,1,3,2022/03/15 22:11:00
"8864",1647382279,2022/03/15 22:11:19,47.260912,-122.539944,2022/03/15 22:11:00,"1399",1647382319,2022/03/15 22:11:59,6,31,30.555862,3.0190325,6,2,31,6,1,3,2022/03/15 22:11:00
"8865",1647382413,2022/03/15 22:13:33,47.260942,-122.53952,2022/03/15 22:13:00,"1401",1647382439,2022/03/15 22:13:59,6,26,3,2,6,2,3,4,1,3,2022/03/15 22:13:00
"8866",1647382422,2022/03/15 22:13:42,47.260874,-122.540233,2022/03/15 22:13:00,"1401",1647382439,2022/03/15 22:13:59,6,26,3,2,6,2,3,4,1,3,2022/03/15 22:13:00
"8867",1647382441,2022/03/15 22:14:01,47.260932,-122.539514,2022/03/15 22:14:00,"1402",1647382499,2022/03/15 22:14:59,5,30,19.601536,2.235549,4,2,20,4,1,3,2022/03/15 22:14:00
"8868",1647382452,2022/03/15 22:14:12,47.260874,-122.540232,2022/03/15 22:14:00,"1402",1647382499,2022/03/15 22:14:59,5,30,19.601536,2.235549,4,2,20,4,1,3,2022/03/15 22:14:00
"8869",1647382461,2022/03/15 22:14:21,47.26091,-122.539621,2022/03/15 22:14:00,"1402",1647382499,2022/03/15 22:14:59,5,30,19.601536,2.235549,4,2,20,4,1,3,2022/03/15 22:14:00
"8870",1647382482,2022/03/15 22:14:42,47.260873,-122.540236,2022/03/15 22:14:00,"1402",1647382499,2022/03/15 22:14:59,5,30,19.601536,2.235549,4,2,20,4,1,3,2022/03/15 22:14:00
"8871",1647382771,2022/03/15 22:19:31,47.26093,-122.539463,2022/03/15 22:19:00,"1407",1647382799,2022/03/15 22:19:59,4,26,16.992207,2,3,2,17,4,1,3,2022/03/15 22:19:00
"8872",1647382804,2022/03/15 22:20:04,47.260881,-122.540231,2022/03/15 22:20:00,"1408",1647382859,2022/03/15 22:20:59,3,26,10.224766,2,3,2,10,4,1,3,2022/03/15 22:20:00
"8873",1647382881,2022/03/15 22:21:21,47.26092,-122.539466,2022/03/15 22:21:00,"1409",1647382919,2022/03/15 22:21:59,2,34,18.716503,2.2755327,2,3,19,5,1,3,2022/03/15 22:21:00
"8874",1647382894,2022/03/15 22:21:34,47.260882,-122.54022,2022/03/15 22:21:00,"1409",1647382919,2022/03/15 22:21:59,2,34,18.716503,2.2755327,2,3,19,5,1,3,2022/03/15 22:21:00
